Id;sex;slh;hrd;age;cw;sire;dam
 999;2;3;4;395;267;61; 50
1000;2;1;3;402;209;58;318
1001;2;3;1;404;201; 4;493
1002;2;3;2;408;297;68;544
1003;2;1;5;403;210;73;464
1004;2;3;1;403;196;56;342
1005;2;2;5;405;235;53;439
1006;2;2;4;395;267;56;471
1007;2;3;1;411;217;10;512
1008;2;2;5;394;242;55;538
1009;2;2;2;406;297; 4;531
1010;2;2;3;410;234; 4;325
1011;2;2;2;395;290;10;378
1012;2;1;4;397;253; 5;515
1013;2;1;2;408;293;62;432
1014;2;1;4;408;262;53; 38
1015;2;3;5;391;234;57;426
1016;2;1;1;406;190;54;368
1017;2;2;2;397;299; 8; 50
1018;2;1;1;405;204;75;446
1019;2;3;1;389;196; 9;529
1020;2;1;3;407;220;53;541
1021;2;1;3;400;217; 4;356
1022;2;2;5;400;230; 3; 43
1023;2;2;4;402;267;75;497
1024;2;3;5;392;208;55;406
1025;2;2;1;396;217;72;535
1026;2;3;3;404;220;72;482
1027;2;2;4;402;295;62;338
1028;2;3;5;395;228; 7;372
1029;2;1;4;393;231;70; 35
1030;2;1;5;408;199;70; 12
1031;2;1;3;400;210;66;486
1032;2;2;2;397;286;66;411
1033;2;1;4;405;268;58;367
1034;2;2;3;396;218;74;446
1035;2;2;3;402;224; 5;432
1036;2;3;4;403;262; 5;314
1037;2;1;4;396;267;54;303
1038;2;1;3;404;193;73;330
1039;2;3;5;403;224;60;430
1040;2;2;4;391;258; 4;401
1041;2;1;4;397;250; 7;314
1042;2;2;3;389;228; 2;464
1043;2;3;1;407;203;70;495
1044;2;3;3;408;232;60;313
1045;2;3;2;406;293;52;461
1046;2;1;4;400;262;74;453
1047;2;3;5;398;211;55;386
1048;2;3;1;405;221;64;489
1049;2;2;5;398;246; 9;488
1050;2;2;4;394;274;52; 42
1051;2;2;1;402;219;67;353
1052;2;2;4;413;296;63;492
1053;2;1;3;406;217;10;331
1054;2;3;3;405;233;62;303
1055;2;3;5;405;214;62; 23
1056;2;1;4;398;258;62;423
1057;2;1;3;393;211;67;493
1058;2;2;3;406;218;51;535
1059;2;3;5;392;216;66;347
1060;2;1;4;404;247; 5; 43
1061;2;3;4;405;265;66;374
1062;2;3;5;406;223;69;371
1063;2;3;2;397;280;52;374
1064;2;3;3;388;201;59;522
1065;2;3;3;407;204; 2;499
1066;2;2;1;401;193;73;449
1067;2;3;2;397;295; 6;481
1068;2;2;3;396;217; 2;435
1069;2;3;1;408;218;66;361
1070;2;3;4;403;267; 7;517
1071;2;1;5;397;222;68;336
1072;2;3;1;397;177;72; 22
1073;2;2;5;397;249; 9;336
1074;2;3;5;400;218;71;418
1075;2;2;4;397;273; 5; 19
1076;2;2;4;403;265;53;331
1077;2;1;3;398;212; 2; 24
1078;2;1;5;396;218;68;302
1079;2;2;4;409;274; 2;462
1080;2;3;1;398;203; 1;444
1081;2;1;3;396;203;53; 32
1082;2;2;3;401;230;71;328
1083;2;2;5;404;232;56;372
1084;2;1;1;409;185;53;525
1085;2;2;2;397;302;56;400
1086;2;1;4;403;235;52;359
1087;2;1;3;402;217;52;428
1088;2;1;3;401;202; 3;425
1089;2;1;5;399;210;75;467
1090;2;2;4;395;272;66;384
1091;2;2;2;387;302;52;538
1092;2;1;4;406;281;69;540
1093;2;3;3;400;220;53;493
1094;2;3;1;410;214;52;499
1095;2;2;1;399;204;65;481
1096;2;1;4;401;258; 8;435
1097;2;1;1;391;195;52;377
1098;2;3;2;406;284;68;400
1099;2;1;4;389;250;69;384
1100;2;3;2;400;279;52;519
1101;2;1;3;400;193; 6;356
1102;2;3;2;393;278; 7;505
1103;2;1;5;398;210;69;464
1104;2;1;2;390;284;72;326
1105;2;3;3;403;211;75;445
1106;2;2;1;413;212;60;310
1107;2;3;2;393;305; 6;415
1108;2;1;1;400;193; 8;338
1109;2;1;4;401;266; 6;323
1110;2;1;2;412;278;51;342
1111;2;1;4;413;262;59;521
1112;2;2;1;405;219;55;515
1113;2;1;1;401;195;63;322
1114;2;2;1;398;231;70;525
1115;2;1;4;407;252;10;335
1116;2;1;2;403;287;57;421
1117;2;2;2;402;306;61;470
1118;2;1;3;398;218; 1;429
1119;2;2;1;400;205;75;412
1120;2;2;2;402;306;63;468
1121;2;3;2;396;298;54;420
1122;2;2;1;398;213; 4;527
1123;2;1;1;401;199;54;395
1124;2;2;4;405;278; 2;389
1125;2;1;2;396;290;66;505
1126;2;1;5;401;216; 5; 14
1127;2;1;4;400;254; 9;383
1128;2;3;1;397;192;72;491
1129;2;3;4;401;250; 6;336
1130;2;3;3;399;216;61;323
1131;2;1;3;396;186;54;446
1132;2;3;2;409;272; 9; 19
1133;2;2;5;396;235;63;358
1134;2;3;4;390;251; 3;340
1135;2;3;3;399;204;64;371
1136;2;3;2;395;269;51;523
1137;2;3;1;400;201;59;308
1138;2;3;4;401;278; 6;385
1139;2;1;5;401;217; 9; 33
1140;2;2;1;394;236; 3;305
1141;2;1;5;407;229;63;485
1142;2;3;1;404;202;55;387
1143;2;2;2;400;309;54;462
1144;2;2;1;403;217;65;406
1145;2;3;4;403;273;69;331
1146;2;3;3;399;208;51;319
1147;2;1;2;401;278; 2;312
1148;2;3;3;393;200;71;378
1149;2;1;4;413;272;52;539
1150;2;1;5;404;215;57;326
1151;2;1;3;394;201;62;361
1152;2;2;4;398;282;66;305
1153;2;2;3;404;231;59;373
1154;2;3;4;397;269;66;544
1155;2;1;4;403;269;73;534
1156;2;2;4;392;265;70;316
1157;2;3;1;405;199;70;521
1158;2;2;5;410;253;69;339
1159;2;1;5;403;214;70;444
1160;2;1;2;395;278;65;507
1161;2;3;4;402;248; 9;313
1162;2;2;3;400;232;66;541
1163;2;2;5;399;230;53;310
1164;2;3;4;399;263;59;425
1165;2;3;4;398;257; 4;387
1166;2;3;1;406;195;10; 13
1167;2;2;1;403;225;10;400
1168;2;1;3;407;204;75;438
1169;2;2;2;398;294;67;481
1170;2;2;3;395;224;71;404
1171;2;1;3;400;212;71;315
1172;2;1;2;392;270; 3;334
1173;2;2;5;397;239;68;475
1174;2;3;3;398;226;73;421
1175;2;2;4;393;275;73;436
1176;2;2;4;400;286;71;329
1177;2;1;4;402;253;68;348
1178;2;3;2;388;298;59;327
1179;2;2;1;393;220;60;468
1180;2;3;3;400;195;56;541
1181;2;1;2;411;298; 4;438
1182;2;3;2;385;266;73;417
1183;2;1;2;399;253;10;401
1184;2;2;2;406;325;60;351
1185;2;3;2;399;306; 9;535
1186;2;3;2;401;296;63;540
1187;2;2;5;401;241;52;519
1188;2;3;5;407;221;75; 15
1189;2;2;4;396;255; 5;362
1190;2;3;5;417;220;69;351
1191;2;3;3;399;204; 8;303
1192;2;3;4;402;254; 5;520
1193;2;3;5;393;211; 3;549
1194;2;1;4;403;258;75;404
1195;2;3;4;406;246; 8; 13
1196;2;1;3;393;199;75;379
1197;2;2;1;404;209; 1;435
1198;2;3;4;404;267;60;543
1199;2;3;4;407;260;68;435
1200;2;1;3;381;188;10;312
1201;2;2;4;393;293;71;527
1202;2;1;2;396;275;67; 13
1203;2;3;1;403;205;63;344
1204;2;1;1;400;195;70;512
1205;2;2;2;406;283;55;334
1206;2;3;2;401;292;58; 15
1207;2;3;3;392;204;55;536
1208;2;3;1;391;181;73;390
1209;2;1;3;389;196;65;532
1210;2;1;4;403;266;64;526
1211;2;3;4;395;253;65;381
1212;2;2;2;401;306; 6;444
1213;2;2;5;397;225; 4;499
1214;2;2;1;398;211;74;516
1215;2;1;1;400;212;61;344
1216;2;1;3;391;186;59; 48
1217;2;1;5;397;214;59;313
1218;2;3;2;394;278; 3; 12
1219;2;2;1;400;213;51;427
1220;2;3;3;401;211;63;354
1221;2;2;3;401;235;52;413
1222;2;1;3;400;198;58;522
1223;2;1;2;403;272; 9; 45
1224;2;1;2;394;288;52;347
1225;2;2;4;404;281; 4;351
1226;2;1;5;403;202;73;331
1227;2;3;5;387;223;65; 45
1228;2;3;5;414;232;60;356
1229;2;3;4;409;268;55;425
1230;2;1;4;398;252;70;498
1231;2;2;3;404;234; 3;520
1232;2;2;2;387;294;53;527
1233;2;1;4;401;265;63;492
1234;2;2;4;398;287;64;510
1235;2;1;3;405;229;61;484
1236;2;2;2;402;310;53;305
1237;2;1;1;397;181;72; 17
1238;2;1;1;403;186;63;378
1239;2;3;4;401;265; 1;303
1240;2;3;4;403;244;51;513
1241;2;2;4;397;273;58;327
1242;2;1;2;400;270; 5;321
1243;2;3;3;406;216;55; 32
1244;2;1;3;401;203; 1;474
1245;2;1;5;408;218;66; 27
1246;2;2;2;402;326;58; 29
1247;2;3;4;407;272;54;430
1248;2;1;5;403;218;63;489
1249;2;1;3;399;194;53;504
1250;2;1;2;400;276;70; 47
1251;2;3;5;403;220;65;396
1252;2;1;5;405;220; 6;517
1253;2;1;3;394;194;52;377
1254;2;3;5;409;227;51; 23
1255;2;3;1;398;190; 3;317
1256;2;2;5;390;231;55;336
1257;2;1;4;398;232;70;420
1258;2;3;4;394;242;73;378
1259;2;3;5;408;236;52;495
1260;2;2;3;397;233; 8;356
1261;2;2;2;402;299;74;489
1262;2;1;4;391;259; 1;534
1263;2;1;4;409;252;71;441
1264;2;2;5;396;232;55;461
1265;2;3;4;391;252;65;336
1266;2;1;3;402;207;70;504
1267;2;1;3;400;203;54;336
1268;2;1;4;398;262; 8; 16
1269;2;1;1;407;198;56;550
1270;2;1;4;389;253;59;518
1271;2;2;4;401;285;10;309
1272;2;3;5;394;213;71;414
1273;2;2;3;399;218;56;411
1274;2;2;5;405;225;60;462
1275;2;2;4;401;266;70;434
1276;2;3;5;402;218;55;397
1277;2;1;2;405;285; 6;498
1278;2;3;3;401;215;67;348
1279;2;3;5;397;230; 6;380
1280;2;2;3;389;225; 8;305
1281;2;2;1;399;231;73;449
1282;2;2;5;411;242;54;388
1283;2;2;2;403;299;52;411
1284;2;1;3;404;221;62;318
1285;2;3;4;394;244; 3;519
1286;2;3;2;398;277;59;459
1287;2;3;4;404;260; 7;317
1288;2;1;3;403;215;72;531
1289;2;2;3;408;258;55;428
1290;2;1;1;398;191; 4;434
1291;2;1;2;401;281;56;531
1292;2;1;3;394;210;58;501
1293;2;2;5;396;242;65;316
1294;2;3;2;399;268;51; 43
1295;2;3;5;394;224;61; 11
1296;2;3;4;401;262;64;306
1297;2;2;3;404;226;51;319
1298;2;3;2;399;286; 5;531
1299;2;3;2;398;279; 9;536
1300;2;3;5;398;221;65;313
1301;2;1;4;402;249;55;410
1302;2;1;2;403;308;64; 31
1303;2;1;1;407;199; 1; 29
1304;2;2;2;391;293;56;394
1305;2;2;5;419;238; 4; 17
1306;2;2;2;397;321; 8;492
1307;2;3;3;395;206; 5;474
1308;2;1;3;400;212; 8; 23
1309;2;1;4;411;265;52;527
1310;2;3;2;406;283;56; 50
1311;2;3;1;399;210; 7;351
1312;2;1;1;394;177;63; 48
1313;2;1;5;401;222;69;476
1314;2;2;5;392;239;54; 19
1315;2;2;1;400;233;73;404
1316;2;1;5;394;216;52;315
1317;2;1;2;392;285;62;308
1318;2;2;3;396;213; 6;375
1319;2;2;3;395;220; 9;403
1320;2;3;5;397;211; 2;427
1321;2;2;3;399;215;75;522
1322;2;2;3;406;238; 4;460
1323;2;3;1;399;187;65;301
1324;2;3;4;398;263;61;358
1325;2;2;4;403;260;71; 13
1326;2;3;4;403;264;64;337
1327;2;2;5;393;233; 3;344
1328;2;1;2;404;274;67;416
1329;2;2;4;398;270;57;464
1330;2;1;1;395;181; 9;493
1331;2;3;4;401;267;57;303
1332;2;2;3;399;231;55;458
1333;2;1;1;394;189; 2;398
1334;2;3;5;399;220;65;397
1335;2;3;2;400;298;62;413
1336;2;1;2;400;279;60;538
1337;2;3;4;412;267; 2;489
1338;2;3;2;394;264; 4;384
1339;2;3;3;402;228; 8;515
1340;2;3;5;399;243;64;530
1341;2;3;1;393;210;65;346
1342;2;3;3;391;232; 3;540
1343;2;1;4;399;250; 6;302
1344;2;1;2;403;283;52;413
1345;2;3;3;404;218;52;372
1346;2;2;1;407;225;53;416
1347;2;2;4;401;261; 5;467
1348;2;3;1;394;187;67;542
1349;2;3;4;405;273; 9; 50
1350;2;2;2;399;303;73;321
1351;2;2;2;398;300;56;422
1352;2;1;5;405;218;73;459
1353;2;1;3;379;172;59;440
1354;2;3;2;397;297; 6;459
1355;2;3;1;405;210;68;486
1356;2;2;3;398;214; 7; 12
1357;2;2;5;399;224;74;355
1358;2;3;5;390;217;60;433
1359;2;1;3;399;190;10; 37
1360;2;3;5;403;226;64; 48
1361;2;3;3;405;215;59;489
1362;2;2;2;405;285;65;418
1363;2;1;2;397;284;59;445
1364;2;3;1;393;198; 8;411
1365;2;3;3;404;226;61; 20
1366;2;2;2;390;290;62;550
1367;2;1;4;400;260;52;504
1368;2;3;1;400;191; 1;410
1369;2;3;5;401;211;60;485
1370;2;2;2;392;326;64; 29
1371;2;3;4;407;263;53;453
1372;2;2;2;416;319;67; 39
1373;2;3;5;397;224;68;529
1374;2;2;2;402;309;72;530
1375;2;3;5;403;209;57;311
1376;2;3;2;399;310;64;508
1377;2;3;1;403;211;64; 41
1378;2;2;2;396;306;69; 24
1379;2;3;2;407;285;10;546
1380;2;1;2;393;282; 9;436
1381;2;2;2;403;318;63;525
1382;2;3;1;407;193;74;305
1383;2;1;1;398;203;65;384
1384;2;3;4;401;238;70;514
1385;2;2;1;398;225;75;534
1386;2;2;1;394;204;53;501
1387;2;2;5;400;237; 1;447
1388;2;2;4;407;298;65;413
1389;2;2;1;399;206;72;398
1390;2;3;5;405;215;55; 26
1391;2;3;4;395;269;57; 50
1392;2;2;1;413;228; 8;461
1393;2;2;1;397;201; 9;357
1394;2;1;3;387;205;59; 12
1395;2;1;5;394;202;53;321
1396;2;2;5;408;258;69; 17
1397;2;2;3;395;202;73;528
1398;2;2;1;398;221;63;455
1399;2;1;5;396;232; 5;474
1400;2;1;3;406;202;65; 32
1401;2;3;3;406;212;65;402
1402;2;3;1;401;208;64;403
1403;2;2;3;395;212; 7;403
1404;2;3;1;402;187;73; 18
1405;2;1;2;394;274;72;487
1406;2;1;4;397;256; 3;481
1407;2;1;2;400;275;66;348
1408;2;3;5;394;226; 5; 36
1409;2;3;5;402;222;53;514
1410;2;2;1;397;201;57;504
1411;2;1;1;405;199; 1;370
1412;2;3;3;404;209;65;514
1413;2;1;2;409;288;75;391
1414;2;1;5;400;220;64;525
1415;2;2;1;410;241;64;367
1416;2;3;4;407;267;66;437
1417;2;1;1;402;202;64;546
1418;2;2;5;395;231; 1; 41
1419;2;3;3;398;211;59; 20
1420;2;2;4;410;299;58; 46
1421;2;1;1;394;201;54;369
1422;2;3;3;413;227; 3;459
1423;2;1;4;396;256; 6; 16
1424;2;3;1;397;197;57;397
1425;2;3;1;401;205;74;512
1426;2;2;5;401;251;68;540
1427;2;3;2;395;275;68; 42
1428;2;2;5;400;230; 1;432
1429;2;2;1;400;225; 3;347
1430;2;3;4;409;266;60;323
1431;2;1;1;396;199;73;344
1432;2;2;5;391;229;60;367
1433;2;1;4;397;234;70;355
1434;2;3;2;406;309;69;482
1435;2;3;3;397;230; 5;346
1436;2;2;3;386;210;52;508
1437;2;2;3;401;237;64;394
1438;2;1;1;398;188;60; 29
1439;2;2;4;395;265; 9;459
1440;2;1;5;392;207;53;478
1441;2;1;3;408;215; 8;407
1442;2;2;4;399;292;66;482
1443;2;2;3;404;227;56;333
1444;2;3;5;401;225;69;307
1445;2;2;1;399;203;66;530
1446;2;2;3;400;224;54;385
1447;2;3;3;405;199;51;318
1448;2;1;2;398;282;56;516
1449;2;3;4;392;260;64;502
1450;2;1;2;397;282;52;332
1451;2;3;2;408;287;54;487
1452;2;1;5;401;231;54; 34
1453;2;3;2;407;300; 5;356
1454;2;1;5;412;239;66;339
1455;2;3;1;400;225;61;512
1456;2;2;4;394;276;75;436
1457;2;3;1;406;202;52;372
1458;2;2;3;406;236; 6;414
1459;2;2;4;404;279; 1;308
1460;2;3;4;400;246;57;393
1461;2;2;1;397;224; 7;337
1462;2;1;3;409;210;65;440
1463;2;2;4;395;280;75; 26
1464;2;1;3;401;206; 8;372
1465;2;1;3;409;203;55;338
1466;2;3;1;392;204;10;333
1467;2;2;2;401;297;68; 50
1468;2;1;3;394;198;75;301
1469;2;3;4;401;257;62;452
1470;2;1;2;405;296;74;495
1471;2;1;1;402;199;56; 36
1472;2;3;2;409;299;54;424
1473;2;1;1;404;184;60;401
1474;2;2;5;400;239; 5; 36
1475;2;1;3;403;201;55; 12
1476;2;2;5;403;222; 1;423
1477;2;1;1;399;198;66;437
1478;2;3;2;398;288; 8;344
1479;2;2;3;398;241; 1; 45
1480;2;2;3;396;231; 2;537
1481;2;3;1;403;204;59; 17
1482;2;1;5;400;216;75; 49
1483;2;1;1;392;197; 9;416
1484;2;1;2;402;286;69; 50
1485;2;2;4;378;278;64;306
1486;2;2;4;398;272;73;502
1487;2;3;5;404;203;60;385
1488;2;2;4;394;286; 8;406
1489;2;3;4;392;225;51;317
1490;2;2;4;401;280;58;505
1491;2;1;5;400;217;55;535
1492;2;1;2;403;284;67;469
1493;2;1;3;396;211;52;423
1494;2;2;1;405;226;61;444
1495;2;3;4;409;264; 7; 31
1496;2;2;4;400;268;73;340
1497;2;3;2;403;292;55;428
1498;2;1;5;401;186;60;530
1499;2;1;2;402;293;65;508
1500;2;3;4;395;252; 8;426
1501;2;1;3;403;211;64;413
1502;2;2;3;398;240; 5;410
1503;2;3;4;402;267; 3;464
1504;2;2;5;400;255;55;503
1505;2;1;4;404;244; 1; 43
1506;2;3;5;393;212;66;356
1507;2;1;1;403;198;56;544
1508;2;1;5;402;199; 8; 20
1509;2;2;2;394;285; 5;334
1510;2;2;4;400;275;52;314
1511;2;2;2;398;292;70;493
1512;2;2;2;407;303;73;419
1513;2;3;3;404;225; 6;415
1514;2;3;4;406;269;66;322
1515;2;3;2;397;293; 5;455
1516;2;1;1;396;194;62;432
1517;2;1;1;401;216;52;509
1518;2;1;4;399;263;67;472
1519;2;3;4;391;267;54;453
1520;2;3;1;406;197;72;409
1521;2;1;4;401;268;68;445
1522;2;2;4;394;269;57;341
1523;2;2;2;395;314;74;415
1524;2;3;2;397;274;75;429
1525;2;3;2;397;285;74;425
1526;2;1;3;403;191; 2;389
1527;2;2;1;403;209;63;542
1528;2;2;1;401;211;54; 27
1529;2;1;4;400;270;55;460
1530;2;3;3;386;208;70;541
1531;2;3;4;393;246;10;547
1532;2;1;4;404;254; 4;489
1533;2;1;4;397;257;59; 23
1534;2;1;2;401;298;59;477
1535;2;1;1;402;188;74; 19
1536;2;2;3;405;232; 6;544
1537;2;1;2;402;288;57;372
1538;2;2;1;394;207;70;336
1539;2;3;1;391;195; 3;432
1540;2;1;4;393;275;64;392
1541;2;1;1;399;205;57;381
1542;2;1;3;397;216;74;357
1543;2;3;2;401;280;62;537
1544;2;3;5;400;210; 2;519
1545;2;2;1;403;227; 6;439
1546;2;2;1;405;230; 2;348
1547;2;1;3;406;221; 8;341
1548;2;1;5;397;223;59;444
1549;2;3;1;409;213;54;390
1550;2;3;2;401;284;62;454
1551;2;1;1;396;186;62;405
1552;2;2;3;401;217; 7;351
1553;2;3;3;405;211;63;460
1554;2;2;4;406;273;66;528
1555;2;2;4;396;281; 1;413
1556;2;3;1;402;193;54;495
1557;2;1;4;394;252; 9;398
1558;2;1;2;402;291;10;397
1559;2;2;2;401;313;75;460
1560;2;2;5;395;245; 2;361
1561;2;2;3;405;232; 4;500
1562;2;3;3;409;215;61;537
1563;2;3;3;395;214;66;473
1564;2;2;4;402;280;59;421
1565;2;1;5;404;223;75;447
1566;2;3;3;398;199;56;390
1567;2;1;1;398;206;59;503
1568;2;2;2;405;303;70;476
1569;2;2;3;401;231; 5; 35
1570;2;1;2;398;266;60;308
1571;2;2;1;394;226;69; 21
1572;2;1;1;402;206;61;453
1573;2;1;3;395;191;56;412
1574;2;2;4;400;266; 2;328
1575;2;1;2;398;291; 8;376
1576;2;1;5;392;205;63;308
1577;2;2;3;399;227; 5;414
1578;2;3;2;402;288;54; 23
1579;2;1;1;408;198; 6; 22
1580;2;2;1;402;246;64;526
1581;2;2;1;395;210;70;486
1582;2;2;3;402;228; 2; 39
1583;2;2;1;413;228;53;402
1584;2;1;3;406;228;58;398
1585;2;3;4;401;268;69;388
1586;2;3;5;404;230;66; 14
1587;2;2;1;406;235; 8;495
1588;2;3;4;398;241;54;331
1589;2;3;3;405;210;68;378
1590;2;3;1;396;207;52;485
1591;2;3;3;393;216;54;504
1592;2;1;5;398;222;69; 50
1593;2;3;5;395;215; 5;302
1594;2;3;4;399;261; 2;542
1595;2;3;1;399;209;71;414
1596;2;3;2;392;281;72; 28
1597;2;2;5;394;234;56;347
1598;2;1;5;404;218; 7;332
1599;2;2;4;407;280; 1; 21
1600;2;2;1;408;233;55; 46
1601;2;3;2;404;284;60;491
1602;2;1;2;393;278;73;367
1603;2;1;5;405;210; 3;301
1604;2;3;3;397;216;64;349
1605;2;2;1;403;229;61; 11
1606;2;3;4;398;254;70;361
1607;2;1;5;388;205;64;433
1608;2;2;1;404;243;65; 50
1609;2;2;3;406;237;74;366
1610;2;3;2;404;291;58;425
1611;2;2;3;402;212;75;411
1612;2;1;3;403;219; 1;433
1613;2;1;3;408;217;66;458
1614;2;1;1;400;197; 2;314
1615;2;2;4;410;276;74;320
1616;2;3;5;402;224; 1; 16
1617;2;3;3;410;213;69;406
1618;2;1;1;405;205;75;330
1619;2;1;4;405;267; 8; 50
1620;2;1;1;394;178;59;510
1621;2;3;5;400;221;57; 42
1622;2;3;2;394;299;61;471
1623;2;2;3;405;220;51;395
1624;2;2;3;397;230;66;536
1625;2;2;3;395;236;71;319
1626;2;2;4;399;254;74;334
1627;2;3;1;394;194;66;346
1628;2;2;4;396;269;56; 13
1629;2;3;1;394;172;56;412
1630;2;1;1;396;189;60; 17
1631;2;2;1;398;209; 2;399
1632;2;3;1;407;210;53;382
1633;2;1;4;404;256; 5;410
1634;2;2;4;408;266;74;442
1635;2;2;2;402;312;56;316
1636;2;2;3;412;230;63;342
1637;2;2;1;398;217;66; 31
1638;2;2;1;406;212;51;463
1639;2;2;2;404;313; 9;354
1640;2;2;1;387;214;62;407
1641;2;3;2;400;275;67;342
1642;2;1;1;401;208;52;498
1643;2;1;4;400;261;70;350
1644;2;2;4;401;278;60;365
1645;2;1;5;385;206;67;528
1646;2;1;2;406;297; 7; 33
1647;2;3;2;399;277;73;495
1648;2;1;2;402;273;51;536
1649;2;1;5;390;212;68; 16
1650;2;3;4;399;268; 2;492
1651;2;1;3;405;211; 4;423
1652;2;1;3;401;197;71;490
1653;2;2;5;405;253; 9;342
1654;2;2;3;383;208;63;442
1655;2;1;3;400;212; 8; 44
1656;2;1;4;394;265;10;430
1657;2;2;5;387;240;53;410
1658;2;3;3;397;206;63;512
1659;2;1;2;395;264;70; 21
1660;2;1;4;399;269;61;532
1661;2;2;4;399;294;70;468
1662;2;3;5;402;237;66;410
1663;2;1;1;388;179;65;436
1664;2;3;1;401;193;63;395
1665;2;3;5;407;218; 3;465
1666;2;2;5;402;240;53;540
1667;2;1;4;393;248;65;401
1668;2;1;1;394;196;64;421
1669;2;2;2;403;310;64; 16
1670;2;2;4;412;275;63;463
1671;2;3;5;407;224;70;400
1672;2;3;2;401;283; 9;451
1673;2;1;2;401;286;64;455
1674;2;3;4;402;261;54;516
1675;2;2;2;392;311;51;493
1676;2;2;5;395;236; 3;444
1677;2;3;1;394;192;71;451
1678;2;1;5;397;215;67;385
1679;2;1;1;401;214;10; 25
1680;2;3;2;398;280; 9;457
1681;2;3;5;402;218;65;450
1682;2;3;3;397;202; 2;334
1683;2;2;4;404;259; 5;529
1684;2;2;2;396;299;70;394
1685;2;2;3;407;237; 8;325
1686;2;3;4;399;257;53;405
1687;2;1;1;393;184; 7;490
1688;2;1;3;396;196;10;434
1689;2;3;4;406;257;75;500
1690;2;1;3;400;184;53;410
1691;2;3;2;402;293;72;348
1692;2;3;4;401;261; 8;538
1693;2;2;2;397;299; 1;415
1694;2;2;5;400;232;68; 25
1695;2;3;5;410;213; 5; 35
1696;2;1;1;396;191;52;341
1697;2;1;1;400;200;75;407
1698;2;1;5;400;220;67;364
1699;2;3;2;410;304;52;374
1700;2;3;2;407;296;57; 30
1701;2;3;4;396;273;72; 25
1702;2;1;1;402;194;73; 24
1703;2;2;3;396;236;68;462
1704;2;2;4;398;283;68;414
1705;2;2;4;399;274; 2;446
1706;2;2;4;400;292;61;356
1707;2;2;1;390;215;61;443
1708;2;2;2;407;300;72;351
1709;2;1;4;387;253;69;320
1710;2;1;4;396;241;65;521
1711;2;3;2;394;277;67;335
1712;2;3;2;411;278;72;406
1713;2;1;1;411;197;52;340
1714;2;3;2;399;295;57; 37
1715;2;3;3;393;181;72;309
1716;2;3;5;390;230;68; 49
1717;2;3;1;408;179; 1;542
1718;2;3;5;400;221;59;310
1719;2;3;4;404;265;63;333
1720;2;3;2;389;296;64; 30
1721;2;3;5;401;231; 5;492
1722;2;2;1;402;213;67;341
1723;2;3;2;394;291;54;350
1724;2;2;4;401;289;57;539
1725;2;2;4;402;293; 4;469
1726;2;3;1;400;208;62;455
1727;2;1;1;405;211;54; 33
1728;2;3;5;397;214;65;363
1729;2;1;2;398;285;68;493
1730;2;3;2;399;283;52;450
1731;2;1;2;389;291;65; 40
1732;2;1;3;403;214;71;361
1733;2;3;2;404;294; 1;519
1734;2;2;2;394;303;65;305
1735;2;3;2;405;296;54; 23
1736;2;2;2;399;299; 3;471
1737;2;1;2;405;284; 6;536
1738;2;3;2;411;291;59;464
1739;2;3;1;391;196;62;352
1740;2;2;1;400;207;56;484
1741;2;2;3;395;220;74; 42
1742;2;1;3;396;197;73;451
1743;2;3;2;395;307;73;400
1744;2;2;2;401;315;73; 34
1745;2;3;3;395;220; 9;529
1746;2;3;5;392;219;10;395
1747;2;1;2;404;279;67;472
1748;2;1;4;394;248;71; 25
1749;2;2;4;405;268;66;499
1750;2;2;3;405;210;70;401
1751;2;2;3;390;217;71;384
1752;2;2;1;398;226;68; 15
1753;2;3;3;399;206;74;467
1754;2;2;5;411;242;72;402
1755;2;1;2;398;282; 9;342
1756;2;2;5;401;237;63;315
1757;2;1;5;401;230;63;352
1758;2;3;3;410;219; 6;306
1759;2;2;3;403;227;68;485
1760;2;3;3;393;194;73;472
1761;2;1;1;404;208;65;421
1762;2;2;4;396;291;72;323
1763;2;3;5;402;219; 9;394
1764;2;1;4;400;259;63;303
1765;2;1;1;403;210; 8;391
1766;2;3;3;416;229;73;544
1767;2;1;1;404;205; 7; 11
1768;2;3;3;394;205; 6; 13
1769;2;1;3;395;199; 6;453
1770;2;1;4;395;249;54; 41
1771;2;2;2;400;306;63;367
1772;2;1;3;401;193;59; 37
1773;2;2;3;396;226;57;548
1774;2;2;5;391;217;74;326
1775;2;1;2;397;286; 2;376
1776;2;1;2;401;279;62;365
1777;2;2;2;402;307;65;354
1778;2;2;1;398;229;71;384
1779;2;3;5;407;222;55;408
1780;2;1;5;405;224; 7;449
1781;2;2;3;397;218;73;534
1782;2;1;5;402;209;66;546
1783;2;3;4;409;258;71;341
1784;2;3;2;396;301; 5; 39
1785;2;3;4;401;269;71;441
1786;2;3;5;401;220;75;510
1787;2;2;5;401;244;53; 33
1788;2;1;4;398;256;60;305
1789;2;1;2;408;287;55;367
1790;2;1;5;409;200; 9;468
1791;2;2;2;407;316;54; 21
1792;2;2;1;390;220;68;340
1793;2;1;3;402;210;69;395
1794;2;1;1;396;198;59;373
1795;2;2;5;399;239;65;460
1796;2;2;1;403;223; 3;529
1797;2;1;1;402;206;56;323
1798;2;1;3;405;212;67;375
1799;2;3;2;402;293;64;344
1800;2;1;3;399;194;10;454
