Id;sex;slh;hrd;age;cw;day;hum
 824;2;1;4;407,1321;254; 9;-0,1
 825;2;2;2;411,2630;317;13;-2,1
 826;2;2;1;392,7690;214;30;-1,2
 827;2;1;3;402,7482;200;20;-0,1
 828;2;1;4;394,6299;250; 6; 1,2
 829;2;1;4;401,8822;256;23; 0,0
 830;2;1;2;405,0834;287; 2; 0,0
 831;2;1;4;388,3686;243; 7;-2,4
 832;2;3;4;398,2629;253;22;-1,7
 833;2;1;4;393,3903;253;23;-0,7
 834;2;1;5;398,1386;208; 7; 0,1
 835;2;2;1;394,6227;223;18; 0,6
 836;2;3;3;402,8191;215;12;-0,1
 837;2;1;4;402,8055;264;30;-0,1
 838;2;1;2;400,1181;272; 4;-2,2
 839;2;3;3;394,8065;192; 4; 0,1
 840;2;1;1;399,7196;198; 8; 0,3
 841;2;3;5;397,1579;217;29;-0,5
 842;2;1;1;405,2382;219;11; 0,3
 843;2;1;3;396,9432;194; 8;-1,8
 844;2;3;2;402,0720;301;30; 1,1
 845;2;2;2;405,2583;294;17; 1,7
 846;2;2;5;402,0457;242;11;-1,6
 847;2;2;2;407,9178;303;29; 1,4
 848;2;3;5;398,1527;233;24; 1,5
 849;2;3;2;401,6392;278;14;-1,4
 850;2;1;4;392,1578;246;10;-0,5
 851;2;2;1;392,3246;210;26;-0,3
 852;2;2;5;408,1118;252;28;-0,2
 853;2;1;4;398,5900;259;16; 2,2
 854;2;2;1;390,3310;211;25;-0,7
 855;2;2;1;410,9563;224; 2;-0,6
 856;2;2;5;403,7688;237;26; 1,3
 857;2;2;5;401,0622;241;10; 0,3
 858;2;3;3;401,2457;206; 9; 1,0
 859;2;3;3;403,2056;202;20; 0,6
 860;2;2;3;401,5763;224; 9;-0,9
 861;2;1;4;393,1120;245;10;-0,8
 862;2;3;5;402,3364;220;19; 0,6
 863;2;3;5;395,7462;225;26; 0,5
 864;2;2;1;387,6361;201; 9; 0,0
 865;2;1;1;401,1427;197;13;-0,3
 866;2;3;2;402,7054;287; 4; 1,5
 867;2;3;4;400,5799;267;21; 0,1
 868;2;3;4;394,1679;253;14;-0,1
 869;2;1;5;387,2974;209;14;-1,1
 870;2;3;2;398,3490;290;15; 0,5
 871;2;2;3;406,3125;244; 8; 0,1
 872;2;1;5;393,4409;211;16;-3,4
 873;2;1;5;399,7350;212;14;-2,2
 874;2;3;1;408,2506;196; 8; 0,1
 875;2;1;4;399,8347;256; 3; 1,1
 876;2;3;4;405,8519;275; 3; 0,0
 877;2;2;2;396,3838;314;27; 0,0
 878;2;3;4;396,9915;250;18; 0,1
 879;2;1;2;405,5369;268;11;-0,5
 880;2;3;3;394,7987;183; 6; 1,0
 881;2;1;4;401,7044;255;14; 0,7
 882;2;2;2;407,6412;316;16; 0,1
 883;2;1;4;401,1883;252;30;-0,6
 884;2;2;3;394,8026;223;22; 0,2
 885;2;3;2;403,8269;269;12;-0,2
 886;2;3;1;394,6926;187;30; 0,3
 887;2;2;5;398,6835;248;29; 0,5
 888;2;1;5;393,3800;213;19; 1,1
 889;2;3;4;400,0980;254; 5; 0,1
 890;2;3;4;406,6798;270; 3; 0,4
 891;2;3;4;402,8244;253; 1;-1,5
 892;2;1;3;400,0474;190;17; 1,9
 893;2;1;2;402,9661;291;16; 0,7
 894;2;3;4;397,4053;264;22; 0,9
 895;2;1;3;397,4099;200; 8; 0,4
 896;2;1;3;390,6378;203;10;-0,7
 897;2;2;1;396,9636;219;23; 2,1
 898;2;3;1;404,2474;201;19;-0,7
 899;2;3;3;404,0648;213;18; 0,9
 900;2;2;2;395,5978;289;28; 1,2
 901;2;1;3;399,2746;209;21;-0,6
 902;2;3;4;395,8553;265; 1; 0,1
 903;2;2;4;396,9308;269;30;-0,2
 904;2;3;2;402,4432;284;27; 0,8
 905;2;2;3;395,7602;216;19;-0,8
 906;2;2;3;401,6853;211; 8; 0,0
 907;2;3;5;400,0496;215;23;-3,0
 908;2;3;3;392,0958;203; 5;-0,3
 909;2;3;3;385,3057;203; 1; 1,8
 910;2;2;1;394,4243;223;10; 0,0
 911;2;3;1;413,2102;216;26; 1,1
 912;2;1;5;401,1969;213;13; 0,5
 913;2;3;5;392,8485;206; 4;-2,3
 914;2;3;2;398,8365;299;26; 3,0
 915;2;3;3;392,3273;209;23;-2,1
 916;2;1;3;402,5526;198;30; 0,0
 917;2;1;3;402,9953;206; 4;-0,5
 918;2;3;2;400,6672;282;20; 0,4
 919;2;3;4;396,8848;249;15; 0,3
 920;2;2;4;399,3322;272; 9; 0,4
 921;2;1;1;392,4548;190; 7;-1,3
 922;2;2;3;409,0787;233;10; 0,5
 923;2;2;3;397,2270;226; 5; 0,4
 924;2;3;2;401,5769;286; 4; 0,4
 925;2;3;3;398,4735;208;11; 0,2
 926;2;3;1;409,0221;194;10; 2,2
 927;2;3;4;395,2805;260; 3; 0,1
 928;2;2;2;405,4264;309;14;-1,5
 929;2;1;4;389,1217;257; 6;-0,4
 930;2;1;2;393,1911;279;16;-0,2
 931;2;1;5;395,8324;212;28; 1,6
 932;2;3;5;397,5377;205;26; 0,1
 933;2;2;5;399,6188;235; 3; 0,4
 934;2;3;3;402,5971;197;16; 0,7
 935;2;2;3;401,0511;223;13;-0,4
 936;2;2;1;400,2765;220; 8;-0,1
 937;2;3;5;399,6197;221;28;-1,4
 938;2;2;2;405,0245;311;15; 0,4
 939;2;3;1;397,0437;197;17; 0,0
 940;2;1;2;406,0176;278; 6; 0,9
 941;2;3;5;397,9263;224; 3; 0,7
 942;2;1;4;400,2492;261;12;-1,3
 943;2;3;2;401,1922;272;25;-0,2
 944;2;2;2;403,8360;311;18; 0,7
 945;2;3;3;393,4879;216; 9;-2,3
 946;2;1;2;399,6417;290; 7;-0,4
 947;2;2;5;395,6571;229;24;-0,6
 948;2;1;4;406,4894;264; 5;-0,7
 949;2;1;1;390,6702;193;17;-0,6
 950;2;2;2;401,1355;311;17;-1,2
 951;2;2;3;397,2170;224; 5; 2,8
 952;2;2;5;400,3546;248; 2; 1,7
 953;2;2;3;401,8863;220;13;-1,6
 954;2;1;5;401,2831;223; 4; 0,1
 955;2;2;5;404,2864;251;10;-0,8
 956;2;1;5;390,7152;207; 7;-2,0
 957;2;1;3;398,5879;202; 4; 0,5
 958;2;3;2;399,0264;289;18;-0,5
 959;2;2;3;400,6930;223;25; 0,2
 960;2;2;5;418,2418;246; 9;-0,3
 961;2;3;2;398,2491;297;20; 1,2
 962;2;3;4;401,9829;267;28;-0,9
 963;2;1;2;404,6978;284;24;-0,9
 964;2;3;5;403,7653;210;17; 0,3
 965;2;1;3;397,0731;208;21; 0,7
 966;2;1;5;410,4118;225;18; 0,1
 967;2;3;3;398,6358;203;26;-1,2
 968;2;1;5;404,9074;214;24;-2,4
 969;2;3;2;401,4733;293;30; 0,0
 970;2;3;2;396,5961;291;28; 0,8
 971;2;3;2;397,5185;284; 4; 2,0
 972;2;3;2;397,2802;294; 1; 1,0
 973;2;2;3;397,4967;237; 7;-0,1
 974;2;2;3;391,2734;218; 8; 0,5
 975;2;1;2;409,5533;302;23; 0,5
 976;2;2;1;385,3711;204; 6;-0,6
 977;2;3;1;403,4242;206;27;-0,9
 978;2;1;2;401,7015;296;28; 1,9
 979;2;1;1;389,6128;192; 9; 0,2
 980;2;2;5;398,2725;227;29; 2,3
 981;2;2;2;396,4191;301;11; 0,4
 982;2;3;1;392,8512;186;18; 0,2
 983;2;3;2;401,5326;291;30; 0,7
 984;2;1;1;408,2700;207;17; 0,2
 985;2;3;1;405,2744;203;11; 0,5
 986;2;2;4;403,3676;277;25;-0,2
 987;2;1;3;395,3809;196;12;-0,3
 988;2;3;3;394,9037;207;22;-3,0
 989;2;2;5;410,8193;243;10; 0,6
 990;2;3;3;396,2185;212;28; 1,4
 991;2;3;3;395,8761;197; 6;-0,5
 992;2;3;5;404,1541;210;28;-0,5
 993;2;3;1;395,9914;186;30; 1,0
 994;2;2;3;400,5170;227;18;-1,2
 995;2;3;1;402,4441;191;14;-0,8
 996;2;1;3;400,1655;209;23; 0,4
 997;2;2;1;404,7066;218;23;-0,4
 998;2;2;3;407,6152;239;18;-0,2
 999;2;3;4;395,0967;254; 7;-1,0
1000;2;1;3;402,2606;202; 5;-0,8
1001;2;3;1;403,9933;203;13; 0,8
1002;2;3;2;407,5562;294; 4; 0,7
1003;2;1;5;403,2102;214;10;-1,2
1004;2;3;1;403,4437;211;11;-1,8
1005;2;2;5;404,9159;243;26; 0,3
1006;2;2;4;395,4898;266;21; 1,7
1007;2;3;1;410,5685;221;20;-1,5
1008;2;2;5;393,7042;236;29;-0,2
1009;2;2;2;405,5275;305;15; 0,4
1010;2;2;3;409,8455;242; 4; 0,0
1011;2;2;2;394,6516;295; 3;-2,9
1012;2;1;4;397,0801;254; 9; 2,0
1013;2;1;2;407,7533;299;24;-0,1
1014;2;1;4;407,8517;265;17;-1,4
1015;2;3;5;391,0326;226; 1;-0,7
1016;2;1;1;406,4356;196;26;-0,5
1017;2;2;2;396,7933;302;16;-0,9
1018;2;1;1;405,3555;205;28; 0,9
1019;2;3;1;389,0725;201;23;-0,4
1020;2;1;3;406,6884;218;14; 0,6
1021;2;1;3;399,5295;206; 2; 0,0
1022;2;2;5;400,2843;237;25;-0,5
1023;2;2;4;402,1255;270;18; 0,6
1024;2;3;5;391,9364;208;21; 0,1
1025;2;2;1;396,4064;216;15; 1,5
1026;2;3;3;403,7915;220;17; 1,4
1027;2;2;4;401,6616;293; 1; 0,0
1028;2;3;5;395,3086;229;29; 1,1
1029;2;1;4;393,0922;237;10; 0,8
1030;2;1;5;407,7117;214;20;-1,4
1031;2;1;3;400,2644;199;10; 0,4
1032;2;2;2;396,7046;298;15;-0,1
1033;2;1;4;404,8819;257;12; 0,4
1034;2;2;3;396,4147;228; 5;-1,0
1035;2;2;3;401,5544;220; 1;-0,6
1036;2;3;4;402,5743;255;20; 0,2
1037;2;1;4;396,0681;262; 2; 0,1
1038;2;1;3;404,2934;200;27; 1,3
1039;2;3;5;403,1343;216;26;-1,1
1040;2;2;4;391,4519;265;14;-1,5
1041;2;1;4;397,4031;254;18; 1,3
1042;2;2;3;388,5157;225;29; 0,5
1043;2;3;1;407,4653;207; 6; 0,2
1044;2;3;3;408,1351;231; 3; 1,2
1045;2;3;2;406,2461;299;13;-0,2
1046;2;1;4;399,5360;262;26;-0,1
1047;2;3;5;397,7000;224;19;-0,1
1048;2;3;1;405,3227;206;12; 0,0
1049;2;2;5;397,7072;238;22;-0,3
1050;2;2;4;394,0468;272; 6;-0,7
1051;2;2;1;401,6384;224;29;-1,1
1052;2;2;4;412,8860;301;11;-0,6
1053;2;1;3;406,4847;224; 7;-1,0
1054;2;3;3;405,4359;225;10; 1,1
1055;2;3;5;405,0929;223;13;-0,1
1056;2;1;4;398,4535;264; 1;-1,5
1057;2;1;3;393,0710;202;20; 0,3
1058;2;2;3;406,0746;223;30;-0,4
1059;2;3;5;391,6500;216;18; 1,1
1060;2;1;4;404,4831;254;20;-2,6
1061;2;3;4;405,2174;263; 9;-1,3
1062;2;3;5;405,5092;218;28;-0,8
1063;2;3;2;396,6312;286;10;-1,0
1064;2;3;3;387,6148;202; 7;-1,3
1065;2;3;3;407,1170;205;28;-1,4
1066;2;2;1;400,9414;200;26;-0,8
1067;2;3;2;396,7928;292;25; 0,1
1068;2;2;3;396,4187;217; 5; 0,2
1069;2;3;1;407,5883;215; 9;-0,6
1070;2;3;4;402,5758;264; 6; 0,3
1071;2;1;5;397,0401;229;14;-0,3
1072;2;3;1;397,3883;183; 8; 0,4
1073;2;2;5;396,6744;251; 5; 1,5
1074;2;3;5;400,0826;223;12; 1,3
1075;2;2;4;396,5522;280;11;-2,4
1076;2;2;4;403,4824;273; 1;-0,4
1077;2;1;3;397,9233;209; 5;-1,4
1078;2;1;5;395,9142;216;23;-1,4
1079;2;2;4;409,1951;272;29; 1,8
1080;2;3;1;397,8749;200;21;-0,2
1081;2;1;3;395,8076;211;21;-1,3
1082;2;2;3;400,9551;221;18;-1,2
1083;2;2;5;404,2708;234;23;-0,6
1084;2;1;1;408,8752;194; 4; 0,4
1085;2;2;2;397,0697;302;19;-0,4
1086;2;1;4;403,3143;243;25; 0,8
1087;2;1;3;402,4906;212;10;-0,3
1088;2;1;3;400,6145;198; 1; 0,3
1089;2;1;5;399,3013;210;16;-0,5
1090;2;2;4;394,6412;277; 3;-0,3
1091;2;2;2;386,6234;304; 5;-0,6
1092;2;1;4;405,5452;265; 5; 1,6
1093;2;3;3;399,5305;217;13; 0,7
1094;2;3;1;409,6664;207;15; 0,8
1095;2;2;1;398,5169;197; 7; 0,9
1096;2;1;4;401,1777;257;21; 2,2
1097;2;1;1;391,0285;202;12;-0,2
1098;2;3;2;406,3793;288;24;-0,3
1099;2;1;4;388,6022;243; 8;-0,5
1100;2;3;2;400,0371;291;14;-0,5
1101;2;1;3;399,6842;193; 7; 1,1
1102;2;3;2;392,5163;278; 6; 2,3
1103;2;1;5;397,5304;212;24; 0,0
1104;2;1;2;390,1711;283;19; 1,1
1105;2;3;3;403,1550;208;30; 1,0
1106;2;2;1;413,2712;217;20;-0,6
1107;2;3;2;393,2269;301; 5;-0,2
1108;2;1;1;399,8837;193; 8; 1,0
1109;2;1;4;400,8722;255;10;-0,8
1110;2;1;2;411,5367;289; 7;-0,9
1111;2;1;4;412,6081;264;11; 0,2
1112;2;2;1;405,1867;217;18; 2,0
1113;2;1;1;400,8807;192;23;-0,1
1114;2;2;1;397,7708;234;16;-1,0
1115;2;1;4;406,5748;257;11;-1,5
1116;2;1;2;402,6946;290; 8; 1,2
1117;2;2;2;401,7988;294;24;-0,9
1118;2;1;3;397,8824;213;22; 0,3
1119;2;2;1;400,0906;219;13;-0,1
1120;2;2;2;402,4549;310;30;-1,0
1121;2;3;2;395,6414;298;19; 2,0
1122;2;2;1;398,1887;220;18;-0,3
1123;2;1;1;401,4680;204;10; 0,1
1124;2;2;4;405,2130;282;24; 0,6
1125;2;1;2;396,2142;275; 6; 0,8
1126;2;1;5;400,7630;217;12; 0,8
1127;2;1;4;399,8375;263; 3;-0,7
1128;2;3;1;397,4876;196;14; 0,3
1129;2;3;4;401,3001;248;21;-0,3
1130;2;3;3;399,3247;201;17; 0,2
1131;2;1;3;396,2038;198; 1; 0,0
1132;2;3;2;408,9914;282; 8; 1,3
1133;2;2;5;395,5044;238; 5; 0,1
1134;2;3;4;389,5126;248;14;-1,2
1135;2;3;3;398,8980;201;25;-1,6
1136;2;3;2;394,7902;275;16;-1,0
1137;2;3;1;399,7952;202; 3;-0,2
1138;2;3;4;400,6013;268;19;-1,4
1139;2;1;5;400,5477;217;18; 0,4
1140;2;2;1;393,9837;226;21;-0,1
1141;2;1;5;407,1171;228; 8;-0,1
1142;2;3;1;404,2228;204; 4; 0,7
1143;2;2;2;400,0624;306;23; 0,7
1144;2;2;1;402,6640;225; 7; 1,5
1145;2;3;4;403,1759;260;21;-1,9
1146;2;3;3;398,9899;217;15;-1,0
1147;2;1;2;401,4549;279; 4; 0,1
1148;2;3;3;393,2063;204; 8;-1,2
1149;2;1;4;412,7474;269; 7;-0,1
1150;2;1;5;403,9856;215;22; 0,3
1151;2;1;3;394,2223;201; 8;-3,1
1152;2;2;4;398,3935;269;10;-0,2
1153;2;2;3;403,7842;231; 1; 0,4
1154;2;3;4;397,4883;265;18; 1,7
1155;2;1;4;402,8363;262;21; 0,1
1156;2;2;4;392,3329;273;10;-1,4
1157;2;3;1;405,2106;199;11;-1,3
1158;2;2;5;410,4500;248;28; 1,3
1159;2;1;5;403,1504;222; 3;-0,3
1160;2;1;2;395,1028;273;27;-1,5
1161;2;3;4;401,5145;257;21; 0,1
1162;2;2;3;399,5281;227;12; 0,2
1163;2;2;5;398,9054;243; 4;-0,1
1164;2;3;4;398,6447;251;23;-0,1
1165;2;3;4;397,9091;254;28; 1,4
1166;2;3;1;406,2855;196;19;-0,5
1167;2;2;1;402,9184;220;14;-0,7
1168;2;1;3;407,4149;207; 6; 1,6
1169;2;2;2;397,5416;297;14; 0,5
1170;2;2;3;394,9115;221; 3;-0,1
1171;2;1;3;399,5143;209; 9; 1,0
1172;2;1;2;392,0597;281; 3;-0,5
1173;2;2;5;396,6058;240;16;-1,3
1174;2;3;3;398,0292;216;29;-0,4
1175;2;2;4;392,8494;273; 4; 0,7
1176;2;2;4;400,3850;288;17;-1,7
1177;2;1;4;402,2470;255;29;-0,4
1178;2;3;2;387,6659;286; 2;-1,4
1179;2;2;1;392,8043;222; 1;-0,4
1180;2;3;3;399,8929;196; 7;-0,9
1181;2;1;2;411,3138;299; 8;-1,6
1182;2;3;2;385,1643;271;22;-0,5
1183;2;1;2;398,7583;265; 1;-1,1
1184;2;2;2;406,3068;319; 9;-0,2
1185;2;3;2;398,6368;303;17;-0,5
1186;2;3;2;400,8717;298; 2;-0,2
1187;2;2;5;400,7561;242;23;-0,4
1188;2;3;5;407,4448;227; 4; 0,0
1189;2;2;4;396,1069;260;14; 2,9
1190;2;3;5;417,3977;217;16;-0,4
1191;2;3;3;398,7672;201;15;-0,1
1192;2;3;4;401,5900;260; 3; 0,5
1193;2;3;5;392,5989;208; 5;-1,4
1194;2;1;4;403,0203;256;11;-0,1
1195;2;3;4;406,3264;252;11;-0,3
1196;2;1;3;393,1861;188; 8;-0,7
1197;2;2;1;403,7572;209;18; 0,0
1198;2;3;4;403,9180;270;12;-0,3
1199;2;3;4;406,7353;259;11; 0,3
1200;2;1;3;380,8846;195;30; 0,4
1201;2;2;4;393,2670;285;19;-1,7
1202;2;1;2;396,2903;281;10; 0,7
1203;2;3;1;402,7188;200; 5; 2,6
1204;2;1;1;399,7223;201; 7;-1,7
1205;2;2;2;405,5072;294;12; 1,9
1206;2;3;2;401,2459;284;11; 1,5
1207;2;3;3;392,1355;208;12; 1,0
1208;2;3;1;391,1790;186;11; 1,1
1209;2;1;3;388,9804;195; 8;-0,8
1210;2;1;4;403,2560;251;26; 0,2
1211;2;3;4;394,5082;249;13; 0,9
1212;2;2;2;400,5448;310;15; 0,9
1213;2;2;5;396,7338;229;11; 2,5
1214;2;2;1;398,1845;212; 1; 0,1
1215;2;1;1;400,1389;200;24; 1,3
1216;2;1;3;391,3719;194;12;-0,3
1217;2;1;5;396,5174;212;30;-0,4
1218;2;3;2;393,5789;279;14; 0,9
1219;2;2;1;400,2899;216; 6; 1,2
1220;2;3;3;401,3620;214;30; 0,4
1221;2;2;3;400,6231;230;21; 0,5
1222;2;1;3;400,2829;201;19;-0,6
1223;2;1;2;403,4680;277; 4; 1,3
1224;2;1;2;393,8201;286;12; 0,1
1225;2;2;4;403,5272;277;19; 0,1
1226;2;1;5;403,1769;208; 4;-0,3
1227;2;3;5;387,3743;220;25; 0,3
1228;2;3;5;414,0252;233; 7; 0,1
1229;2;3;4;408,6769;261;13;-1,2
1230;2;1;4;398,3119;255; 9; 0,3
1231;2;2;3;404,4861;228;14; 0,3
1232;2;2;2;386,5255;294;14;-0,7
1233;2;1;4;400,7198;259; 6; 1,8
1234;2;2;4;398,0506;278;19;-0,9
1235;2;1;3;404,6030;211;22;-1,1
1236;2;2;2;401,9638;312;25; 1,8
1237;2;1;1;397,0450;183; 8;-0,7
1238;2;1;1;402,7168;199;14;-1,1
1239;2;3;4;401,2011;253;24;-1,5
1240;2;3;4;402,7917;256;14; 2,6
1241;2;2;4;397,3769;270; 5;-0,5
1242;2;1;2;400,2138;276;12;-0,2
1243;2;3;3;405,8939;217;15; 0,2
1244;2;1;3;401,2525;192; 2;-1,9
1245;2;1;5;408,0074;212;25; 2,0
1246;2;2;2;402,2706;320;20; 0,9
1247;2;3;4;406,8528;271; 8;-1,0
1248;2;1;5;403,0113;211;25; 0,9
1249;2;1;3;399,2441;203;16; 0,7
1250;2;1;2;399,8554;274;21; 0,5
1251;2;3;5;402,9801;219; 5;-0,5
1252;2;1;5;405,0959;224;29; 0,6
1253;2;1;3;394,3169;192;19;-1,0
1254;2;3;5;409,0975;233;17; 1,1
1255;2;3;1;397,7580;190;16;-0,4
1256;2;2;5;390,3009;229;22;-1,1
1257;2;1;4;397,9502;248; 2; 1,5
1258;2;3;4;393,7063;245;27;-0,8
1259;2;3;5;408,1836;229; 1; 0,0
1260;2;2;3;396,6326;227;16; 1,5
1261;2;2;2;401,7215;301;21; 0,4
1262;2;1;4;391,4565;249;18;-0,2
1263;2;1;4;409,4886;257; 7;-0,5
1264;2;2;5;396,2350;232; 5;-1,4
1265;2;3;4;391,1378;249;19;-0,6
1266;2;1;3;401,6879;206; 8; 0,9
1267;2;1;3;399,5270;208;21;-1,2
1268;2;1;4;397,5291;260;30; 0,3
1269;2;1;1;406,5080;208;28; 0,7
1270;2;1;4;389,0271;251; 2;-0,2
1271;2;2;4;401,1206;283;25;-0,3
1272;2;3;5;394,1659;216; 7;-0,3
1273;2;2;3;398,9895;224;13;-0,3
1274;2;2;5;404,5905;232;14; 0,6
1275;2;2;4;400,8721;278;19; 0,8
1276;2;3;5;401,8491;226;17;-1,2
1277;2;1;2;404,6464;280; 7;-0,2
1278;2;3;3;401,1211;211; 7; 0,2
1279;2;3;5;396,5770;233;11; 0,0
1280;2;2;3;388,8650;220;29; 1,3
1281;2;2;1;398,9063;230;18; 0,3
1282;2;2;5;411,4472;247;28;-1,5
1283;2;2;2;403,4478;307;16; 0,3
1284;2;1;3;403,9192;217;18; 1,9
1285;2;3;4;393,5080;244;27; 0,1
1286;2;3;2;398,1361;279;26; 1,7
1287;2;3;4;404,1569;261;16; 0,5
1288;2;1;3;402,9741;212; 7; 0,4
1289;2;2;3;408,1085;247;14; 0,0
1290;2;1;1;397,5998;192;24; 2,1
1291;2;1;2;401,2913;291;19; 0,6
1292;2;1;3;394,3687;207; 5; 0,7
1293;2;2;5;396,3396;245;27; 1,7
1294;2;3;2;398,9361;281;13;-0,1
1295;2;3;5;393,6861;217;25; 1,0
1296;2;3;4;401,4829;248;14; 2,1
1297;2;2;3;404,1416;234; 8;-0,5
1298;2;3;2;398,5928;287;16; 0,0
1299;2;3;2;398,1846;289; 8;-0,4
1300;2;3;5;398,1470;225;25; 0,1
1301;2;1;4;401,8565;256;23; 0,0
1302;2;1;2;403,3563;290;20;-0,9
1303;2;1;1;407,2807;202;11;-0,6
1304;2;2;2;390,8446;293; 5; 0,6
1305;2;2;5;419,0244;243;26; 1,2
1306;2;2;2;397,4596;315;12; 1,7
1307;2;3;3;395,1887;200;24;-1,0
1308;2;1;3;400,4697;212; 2;-0,5
1309;2;1;4;410,7642;264;21;-0,4
1310;2;3;2;406,2993;290;20; 0,2
1311;2;3;1;398,8044;208;23;-1,7
1312;2;1;1;393,7742;184; 9; 1,8
1313;2;1;5;400,9885;227;22; 0,8
1314;2;2;5;392,4715;237;24; 0,1
1315;2;2;1;400,2142;221; 8; 0,2
1316;2;1;5;393,7842;216; 3; 0,0
1317;2;1;2;392,3331;283;20;-0,3
1318;2;2;3;396,4237;216;17;-0,8
1319;2;2;3;395,4293;223;19; 0,9
1320;2;3;5;397,2265;213; 9; 1,2
1321;2;2;3;399,3639;218;28; 0,1
1322;2;2;3;405,5720;241;18; 0,4
1323;2;3;1;399,2525;190;27; 0,8
1324;2;3;4;398,4806;256; 2; 0,9
1325;2;2;4;402,6264;262;11; 0,1
1326;2;3;4;403,3635;258;26; 0,5
1327;2;2;5;392,8658;225; 2; 0,4
1328;2;1;2;404,2759;273;24; 0,4
1329;2;2;4;398,0474;271;29;-0,2
1330;2;1;1;395,4507;185;27;-0,4
1331;2;3;4;400,8579;258; 1;-0,5
1332;2;2;3;399,1316;224; 3;-1,8
1333;2;1;1;394,2704;195;25;-0,2
1334;2;3;5;399,4849;222;20;-0,1
1335;2;3;2;399,6152;292; 2; 0,8
1336;2;1;2;400,3435;283;10; 1,4
1337;2;3;4;412,3570;271; 1; 0,5
1338;2;3;2;394,2644;274;12; 2,6
1339;2;3;3;402,4591;219;15; 0,5
1340;2;3;5;399,4716;238; 7;-1,5
1341;2;3;1;392,6193;203;18; 1,0
1342;2;3;3;391,0474;216;24; 0,6
1343;2;1;4;399,4946;246; 3;-0,9
1344;2;1;2;402,7252;288; 7; 2,2
1345;2;3;3;403,9085;219; 8; 0,9
1346;2;2;1;407,2035;226;17; 0,2
1347;2;2;4;400,6226;272;24;-2,9
1348;2;3;1;394,0823;197; 7; 1,4
1349;2;3;4;404,8311;278;29;-1,4
1350;2;2;2;399,0553;304;30;-0,6
1351;2;2;2;397,7329;301;19;-0,4
1352;2;1;5;405,3486;222; 8; 1,0
1353;2;1;3;378,6207;183; 6; 0,6
1354;2;3;2;396,9334;298; 6;-0,9
1355;2;3;1;404,5308;208; 2;-0,8
1356;2;2;3;398,4493;223;20; 1,0
1357;2;2;5;398,8283;236;20;-0,3
1358;2;3;5;389,5575;218; 6;-1,5
1359;2;1;3;399,1604;205;20;-0,7
1360;2;3;5;403,2408;223; 7; 0,5
1361;2;3;3;404,8012;215; 3; 1,4
1362;2;2;2;405,2416;293;19;-0,9
1363;2;1;2;396,7829;273; 3;-0,1
1364;2;3;1;393,3190;193;17;-0,9
1365;2;3;3;403,6531;209;28; 0,3
1366;2;2;2;390,0212;294; 2; 0,1
1367;2;1;4;399,8031;256;15;-1,0
1368;2;3;1;399,9557;192;24; 0,1
1369;2;3;5;401,4550;221; 8; 0,0
1370;2;2;2;392,4622;314; 4;-0,7
1371;2;3;4;406,6532;273;14;-1,4
1372;2;2;2;416,3098;320; 1; 0,5
1373;2;3;5;396,6852;219;30;-1,1
1374;2;2;2;402,1704;311; 8; 0,6
1375;2;3;5;402,9032;213; 7;-0,5
1376;2;3;2;399,2087;299; 1; 0,7
1377;2;3;1;402,5794;203;12; 0,2
1378;2;2;2;396,2291;307;25;-1,5
1379;2;3;2;407,0520;285; 6; 1,6
1380;2;1;2;392,7716;288;19;-2,5
1381;2;2;2;402,7518;322;26; 0,5
1382;2;3;1;407,3642;200;25; 1,1
1383;2;1;1;398,2925;208; 9;-1,7
1384;2;3;4;400,8370;249;20;-1,2
1385;2;2;1;398,2319;221;27;-0,6
1386;2;2;1;394,2144;212;12;-0,2
1387;2;2;5;399,8701;226; 8; 0,7
1388;2;2;4;407,4986;297; 3; 0,7
1389;2;2;1;399,3157;204;30;-0,3
1390;2;3;5;404,9229;218;18; 1,1
1391;2;3;4;395,3556;268; 5;-0,8
1392;2;2;1;412,5243;221;20;-0,6
1393;2;2;1;396,7170;202;10;-0,9
1394;2;1;3;386,6783;206;10; 1,3
1395;2;1;5;393,8273;210; 9;-0,9
1396;2;2;5;407,9459;252; 4;-2,1
1397;2;2;3;395,3791;204;23; 1,2
1398;2;2;1;398,4857;212; 4; 0,1
1399;2;1;5;396,4990;229;29; 1,3
1400;2;1;3;405,5529;207; 7; 0,2
1401;2;3;3;405,8947;213; 9;-1,0
1402;2;3;1;400,5208;195;25;-0,5
1403;2;2;3;395,3815;214;22;-1,1
1404;2;3;1;401,9884;201;25;-0,8
1405;2;1;2;393,8796;276; 7;-0,2
1406;2;1;4;397,3265;260; 7;-1,3
1407;2;1;2;399,8423;277;11; 0,5
1408;2;3;5;394,4355;230;19;-0,5
1409;2;3;5;402,0131;225; 3; 0,1
1410;2;2;1;396,8426;214;30;-2,5
1411;2;1;1;404,5968;188;10; 1,4
1412;2;3;3;404,3323;208;23; 1,6
1413;2;1;2;408,5364;289; 6;-0,8
1414;2;1;5;399,7918;212;30;-0,4
1415;2;2;1;409,7172;222;24;-0,8
1416;2;3;4;406,5795;257; 8;-1,3
1417;2;1;1;401,6685;193;22;-1,0
1418;2;2;5;395,2426;224; 4;-1,6
1419;2;3;3;398,0814;216;27;-0,7
1420;2;2;4;410,0848;298;29;-0,3
1421;2;1;1;394,2567;196; 8; 0,2
